x = 971.6805, y = -310.505, z = 569.1203, angle = 174.9162, collision = h0035B1
x = 875.9894, y = -319.788, z = 748.3492, angle = 119.9561, collision = h0066B1
x = 874.8344, y = -319.84, z = 749.03, angle = 135.4955, collision = h0066B1
x = 874.0951, y = -319.9304, z = 749.7426, angle = 140.7351, collision = h0066B1
x = 873.1898, y = -319.9526, z = 750.7634, angle = 126.6969, collision = h0066B1
x = 871.9708, y = -319.8257, z = 751.608, angle = 110.3084, collision = h0066B1
x = 870.856, y = -319.6402, z = 752.033, angle = 111.217, collision = h0066B1
x = 869.6329, y = -319.6795, z = 752.5204, angle = 67.40421, collision = h0044B1
x = 868.4123, y = -319.5935, z = 752.238, angle = 68.70538, collision = h0044B1
x = 867.1893, y = -319.4406, z = 752.095, angle = 84.2633, collision = h0044B1
x = 865.899, y = -318.9872, z = 752.1188, angle = -178.7253, collision = h0044B1
x = 866.0961, y = -319.0914, z = 753.2903, angle = -74.45685, collision = h0044B1
x = 869.6337, y = -319.6972, z = 753.629, angle = -163.1096, collision = h0044B1
x = 870.0636, y = -319.777, z = 754.8911, angle = -164.6529, collision = h0044B1
x = 870.3693, y = -319.7367, z = 755.8589, angle = -136.4333, collision = h0044B1
x = 871.3325, y = -319.6341, z = 756.7416, angle = -118.0352, collision = h0044B1
x = 872.2199, y = -319.6208, z = 757.2246, angle = -147.9558, collision = h0044B1
x = 872.8942, y = -319.556, z = 758.2779, angle = -161.716, collision = h0044B1
x = 873.3571, y = -319.2847, z = 759.6143, angle = -155.5927, collision = h0044B1
x = 874.0236, y = -319.2879, z = 760.9166, angle = -143.121, collision = h0044B1
x = 874.8622, y = -319.2581, z = 762.0556, angle = -142.7444, collision = h0044B1
x = 875.6974, y = -318.9839, z = 763.1514, angle = -154.9969, collision = h0044B1
x = 876.1839, y = -318.7381, z = 764.0325, angle = -153.9295, collision = h0044B1
x = 876.8649, y = -318.6886, z = 765.2101, angle = -135.486, collision = h0044B1
x = 877.8669, y = -318.7024, z = 766.1147, angle = -113.1621, collision = h0044B1
x = 879.1755, y = -318.7842, z = 766.7742, angle = -126.8752, collision = h0044B1
x = 880.1414, y = -318.5124, z = 767.561, angle = -142.8671, collision = h0044B1
x = 881.0425, y = -318.2632, z = 768.7449, angle = -136.6256, collision = h0044B1
x = 882.028, y = -318.0606, z = 769.8089, angle = -132.8289, collision = h0044B1
x = 882.9604, y = -318.0696, z = 770.6674, angle = -131.693, collision = h0044B1
x = 884.0726, y = -318.1236, z = 771.6559, angle = -129.8234, collision = h0044B1
x = 885.1739, y = -318.0356, z = 772.6277, angle = -138.9824, collision = h0044B1
x = 886.0298, y = -317.8515, z = 773.6119, angle = -131.1489, collision = h0044B1
x = 887.0179, y = -317.8296, z = 774.5146, angle = -128.7525, collision = h0044B1
x = 888.1332, y = -317.6732, z = 775.3522, angle = -123.7454, collision = h0044B1
x = 889.2518, y = -317.6944, z = 776.1536, angle = -135.7587, collision = h0044B1
x = 890.2084, y = -317.4249, z = 777.1693, angle = -148.5397, collision = h0044B1
x = 891.0267, y = -317.1073, z = 778.4987, angle = -151.6674, collision = h0044B1
x = 891.6355, y = -316.8489, z = 779.6921, angle = -163.7358, collision = h0044B1
x = 891.9694, y = -316.4915, z = 780.7226, angle = -158.7823, collision = h0044B1
x = 892.4064, y = -316.1344, z = 781.873, angle = -160.9297, collision = h0044B1
x = 892.7426, y = -315.6363, z = 783.3066, angle = 161.2411, collision = h0044B1
x = 892.4895, y = -315.1409, z = 784.3264, angle = 143.2104, collision = h0044B1
x = 891.811, y = -314.6718, z = 785.4549, angle = 162.3766, collision = h0044B1
x = 891.377, y = -313.8766, z = 786.8782, angle = 173.7861, collision = h0044B1
x = 891.2621, y = -313.3307, z = 787.7332, angle = -161.6914, collision = h0044B1
x = 891.6272, y = -312.9248, z = 788.8586, angle = -157.8769, collision = h0044B1
x = 892.1193, y = -312.3741, z = 790.0042, angle = -157.4971, collision = h0044B1
x = 892.6938, y = -311.7739, z = 791.369, angle = -175.1263, collision = h0044B1
x = 892.6788, y = -311.1403, z = 792.6185, angle = 140.6975, collision = h0044B1
x = 891.5556, y = -310.7547, z = 793.4012, angle = 61.16214, collision = h0044B1
x = 890.2884, y = -310.851, z = 793.0883, angle = 106.8618, collision = h0044B1
x = 892.6252, y = -310.5599, z = 793.6429, angle = -58.29568, collision = h0044B1
x = 889.546, y = -310.5774, z = 793.8237, angle = 117.5669, collision = h0044B1
x = 888.6103, y = -310.433, z = 794.1912, angle = 118.8774, collision = h0044B1
x = 887.7275, y = -310.3849, z = 794.6825, angle = 103.2015, collision = h0044B1
x = 886.465, y = -310.7003, z = 794.9974, angle = 75.17206, collision = h0044B1
x = 885.3197, y = -310.8691, z = 794.7117, angle = 36.50937, collision = h0044B1
x = 884.5643, y = -310.8181, z = 793.6631, angle = -3.931279, collision = h0044B1
x = 884.1715, y = -310.6507, z = 794.7128, angle = 160.2207, collision = h0044B1
x = 883.6589, y = -310.5294, z = 795.7053, angle = 156.7593, collision = h0044B1
x = 882.7218, y = -313.681, z = 798.7236, angle = 152.2153, collision = h0052B1
x = 883.8839, y = -313.8406, z = 798.8729, angle = -78.0322, collision = h0052B1
x = 884.9759, y = -313.8056, z = 798.6163, angle = -83.0078, collision = h0052B1
x = 886.1278, y = -313.7638, z = 798.4714, angle = -88.78798, collision = h0052B1
x = 887.6147, y = -313.9266, z = 798.4213, angle = -79.15165, collision = h0052B1
x = 888.919, y = -313.7042, z = 798.2092, angle = -77.50623, collision = h0052B1
x = 890.1465, y = -313.5773, z = 798.1036, angle = -110.6508, collision = h0052B1
x = 891.2763, y = -313.3904, z = 798.4734, angle = -58.97409, collision = h0052B1
x = 888.1768, y = -313.8195, z = 797.4031, angle = 37.64004, collision = h0052B1
x = 887.0276, y = -313.8315, z = 796.9649, angle = 127.1274, collision = h0052B1
x = 883.7798, y = -313.8574, z = 800.1718, angle = 99.12444, collision = h0052B1
x = 882.526, y = -313.7116, z = 800.3862, angle = 105.6396, collision = h0052B1
x = 881.1115, y = -313.5955, z = 800.7739, angle = 154.6412, collision = h0052B1
x = 880.6591, y = -313.5468, z = 801.9312, angle = -171.5276, collision = h0052B1
x = 880.7186, y = -313.7517, z = 803.4053, angle = 106.4156, collision = h0052B1
x = 879.516, y = -313.6349, z = 803.812, angle = 92.97709, collision = h0052B1
x = 878.1147, y = -313.3984, z = 804.1285, angle = -164.4384, collision = h0052B1
x = 878.5342, y = -313.4417, z = 805.4567, angle = 148.6061, collision = h0052B1
x = 878.0021, y = -313.2191, z = 806.5767, angle = 117.8744, collision = h0052B1
x = 877.468, y = -313.0002, z = 807.6472, angle = -131.5984, collision = h0052B1
x = 878.5063, y = -313.1942, z = 808.6521, angle = 168.7191, collision = h0052B1
x = 878.3569, y = -313.0234, z = 809.9064, angle = 158.1222, collision = h0052B1
x = 878.0089, y = -312.8054, z = 810.8571, angle = -142.9781, collision = h0052B1
x = 878.7651, y = -312.7336, z = 811.8863, angle = -103.9671, collision = h0052B1
x = 879.7512, y = -312.6837, z = 812.1678, angle = -84.15471, collision = h0052B1
x = 880.8685, y = -312.683, z = 812.2238, angle = 164.4562, collision = h0052B1
x = 880.2315, y = -312.4992, z = 813.079, angle = 122.339, collision = h0052B1
x = 878.9365, y = -312.3857, z = 813.5173, angle = 102.4774, collision = h0052B1
x = 877.6688, y = -312.1275, z = 813.8287, angle = 119.9264, collision = h0052B1
x = 876.3165, y = -311.8884, z = 814.4325, angle = 156.338, collision = h0052B1
x = 875.9481, y = -311.7349, z = 815.4418, angle = -102.6982, collision = h0052B1
x = 877.3187, y = -311.8214, z = 815.4964, angle = -74.452, collision = h0052B1
x = 878.5849, y = -311.9419, z = 815.2268, angle = -131.9367, collision = h0052B1
x = 879.5958, y = -311.8375, z = 816.1817, angle = -152.7323, collision = h0052B1
x = 880.3827, y = -311.6796, z = 817.2057, angle = -104.9039, collision = h0052B1
x = 881.8123, y = -311.5622, z = 817.6142, angle = -117.3251, collision = h0052B1
x = 882.8144, y = -311.5003, z = 818.0781, angle = -117.3251, collision = h0052B1
x = 882.0671, y = -311.3599, z = 819.2369, angle = -172.4773, collision = h0052B1
x = 882.2384, y = -311.4361, z = 820.5443, angle = -164.1585, collision = h0052B1
x = 882.8345, y = -311.4137, z = 821.8726, angle = -103.3958, collision = h0052B1
x = 884.098, y = -311.4986, z = 822.2463, angle = -113.4237, collision = h0052B1
x = 885.3301, y = -311.385, z = 823.0067, angle = -154.5458, collision = h0052B1
x = 885.9653, y = -311.4768, z = 824.1649, angle = -107.2894, collision = h0052B1
x = 887.3167, y = -311.2463, z = 824.5505, angle = -75.62187, collision = h0052B1
x = 888.6417, y = -311.1122, z = 824.2515, angle = -108.9676, collision = h0052B1
x = 889.741, y = -311.1402, z = 824.4634, angle = -108.9676, collision = h0052B1
x = 890.837, y = -311.3727, z = 824.8729, angle = -95.84841, collision = h0052B1
x = 892.3223, y = -311.2939, z = 825.0725, angle = -58.64708, collision = h0052B1
x = 893.3342, y = -311.1996, z = 824.7407, angle = -58.64708, collision = h0052B1
x = 892.0807, y = -311.3305, z = 826.3472, angle = 142.5382, collision = h0052B1
x = 891.0897, y = -311.3758, z = 826.8449, angle = 95.97576, collision = h0052B1
x = 889.8661, y = -310.8301, z = 826.4233, angle = 32.80896, collision = h0052B1
x = 889.2892, y = -311.2446, z = 825.5353, angle = 55.8572, collision = h0052B1
x = 886.7825, y = -311.4416, z = 825.4584, angle = 135.353, collision = h0052B1
x = 885.8182, y = -311.4321, z = 826.4153, angle = 123.5036, collision = h0052B1
x = 884.7117, y = -311.4556, z = 827.1927, angle = 107.7341, collision = h0052B1
x = 883.4474, y = -311.4815, z = 827.5007, angle = 48.5112, collision = h0052B1
x = 882.6174, y = -311.4726, z = 826.8745, angle = 29.17957, collision = h0052B1
x = 882.0602, y = -311.4451, z = 825.6932, angle = 6.865529, collision = h0052B1
x = 881.9183, y = -311.4673, z = 824.4707, angle = 20.47087, collision = h0052B1
x = 881.4228, y = -311.4014, z = 823.3544, angle = 66.84953, collision = h0052B1
x = 880.4027, y = -311.3073, z = 822.8925, angle = 26.87289, collision = h0052B1
x = 879.6924, y = -311.2095, z = 821.8286, angle = -4.742801, collision = h0052B1
x = 879.7596, y = -311.3233, z = 820.5089, angle = 9.252803, collision = h0052B1
x = 879.6401, y = -311.4382, z = 819.4274, angle = 72.32991, collision = h0052B1
x = 878.7376, y = -311.4411, z = 818.9183, angle = 85.66767, collision = h0052B1
x = 877.308, y = -311.378, z = 818.7632, angle = 99.49713, collision = h0052B1
x = 875.8344, y = -311.2071, z = 818.7524, angle = 97.42632, collision = h0052B1
x = 874.8345, y = -311.0327, z = 819.2195, angle = -172.933, collision = h0052B1
x = 874.8627, y = -310.9126, z = 820.6906, angle = 164.197, collision = h0052B1
x = 874.7347, y = -310.9012, z = 821.9645, angle = -136.9207, collision = h0052B1
x = 875.6876, y = -311.0073, z = 822.8208, angle = -95.20009, collision = h0052B1
x = 877.1348, y = -311.1093, z = 823.1305, angle = -107.9989, collision = h0052B1
x = 878.5258, y = -310.732, z = 823.5444, angle = -105.2165, collision = h0052B1
x = 880.3417, y = -311.3873, z = 823.9736, angle = -110.9693, collision = h0052B1
x = 883.1112, y = -311.513, z = 828.528, angle = 74.46028, collision = h0052B1
x = 881.8716, y = -311.5241, z = 828.2056, angle = 43.88132, collision = h0052B1
x = 880.9088, y = -311.5071, z = 827.0966, angle = 51.65186, collision = h0052B1
x = 879.8667, y = -311.5014, z = 826.4684, angle = 140.071, collision = h0052B1
x = 879.1489, y = -311.5521, z = 827.6311, angle = -171.0793, collision = h0052B1
x = 879.2471, y = -311.5976, z = 828.9438, angle = 151.2212, collision = h0052B1
x = 878.2856, y = -311.642, z = 829.7259, angle = 82.98235, collision = h0052B1
x = 876.9962, y = -311.6312, z = 829.7773, angle = 134.5984, collision = h0052B1
x = 876.136, y = -311.6747, z = 830.4948, angle = 134.5984, collision = h0052B1
x = 876.6996, y = -311.5921, z = 828.8086, angle = -31.78102, collision = h0052B1
x = 877.4193, y = -311.5705, z = 828.0413, angle = -56.1902, collision = h0052B1
x = 880.4013, y = -311.5686, z = 828.9366, angle = -126.0571, collision = h0052B1
x = 881.5088, y = -311.5805, z = 829.912, angle = -122.9482, collision = h0052B1
x = 882.6147, y = -311.5785, z = 830.5426, angle = -102.7394, collision = h0052B1
x = 884.0641, y = -311.5578, z = 830.8798, angle = -102.8602, collision = h0052B1
x = 885.3544, y = -311.5402, z = 831.1716, angle = -102.027, collision = h0052B1
x = 886.8105, y = -311.5111, z = 831.4777, angle = -100.6178, collision = h0052B1
x = 888.111, y = -311.4779, z = 831.719, angle = -119.606, collision = h0052B1
x = 889.3757, y = -311.4162, z = 832.4386, angle = -140.4053, collision = h0052B1
x = 890.2187, y = -311.3284, z = 833.4548, angle = -143.4505, collision = h0052B1
x = 891.1032, y = -311.232, z = 834.6513, angle = -138.8679, collision = h0052B1
x = 892.2133, y = -311.183, z = 835.579, angle = -87.50802, collision = h0041B1
x = 893.3658, y = -311.093, z = 835.5297, angle = -70.31007, collision = h0041B1
x = 894.3735, y = -311.1042, z = 835.1959, angle = -78.4875, collision = h0041B1
x = 895.6033, y = -311.1001, z = 834.9517, angle = -101.2582, collision = h0041B1
x = 897.0191, y = -311.122, z = 835.2673, angle = -50.94038, collision = h0041B1
x = 898.0953, y = -311.0999, z = 834.6371, angle = -4.63763, collision = h0041B1
x = 898.0258, y = -311.084, z = 833.226, angle = 54.74612, collision = h0043B1
x = 897.2228, y = -311.1077, z = 832.4328, angle = -2.872054, collision = h0043B1
x = 897.1467, y = -311.0947, z = 831.3823, angle = -4.018351, collision = h0043B1
x = 897.2241, y = -310.993, z = 830.3564, angle = 0.7154487, collision = h0043B1
x = 897.246, y = -310.7277, z = 828.9619, angle = -36.62606, collision = h0043B1
x = 897.8882, y = -310.5221, z = 827.9102, angle = -52.418, collision = h0043B1
x = 898.6827, y = -310.4071, z = 827.2309, angle = -53.88537, collision = h0043B1
x = 899.5247, y = -310.3987, z = 826.5147, angle = 1.811161, collision = h0043B1
x = 899.5104, y = -310.2759, z = 825.1749, angle = 21.86461, collision = h0043B1
x = 899.1694, y = -310.0439, z = 824.1875, angle = 40.61359, collision = h0043B1
x = 898.2081, y = -309.8092, z = 823.064, angle = 42.64046, collision = h0043B1
x = 897.3655, y = -309.6558, z = 822.1224, angle = 13.95476, collision = h0043B1
x = 897.2812, y = -309.2479, z = 820.8495, angle = -77.93571, collision = h0043B1
x = 898.5154, y = -308.9622, z = 820.6903, angle = -84.50752, collision = h0043B1
x = 899.748, y = -309.0563, z = 820.5424, angle = -20.44814, collision = h0043B1
x = 900.11, y = -308.9261, z = 819.4261, angle = 52.31809, collision = h0043B1
x = 899.3109, y = -308.649, z = 818.7639, angle = 83.26251, collision = h0043B1
x = 897.9537, y = -308.3098, z = 818.4249, angle = 36.31475, collision = h0043B1
x = 897.4122, y = -308.0162, z = 817.3109, angle = -48.08901, collision = h0043B1
x = 898.3108, y = -307.971, z = 816.446, angle = -44.31681, collision = h0043B1
x = 899.03, y = -308.0265, z = 815.7376, angle = 1.673683, collision = h0043B1
x = 899.101, y = -308.0073, z = 814.3316, angle = 30.29597, collision = h0043B1
x = 898.6393, y = -307.6086, z = 813.4365, angle = 34.51387, collision = h0043B1
x = 898.1387, y = -307.0613, z = 812.1721, angle = -51.80223, collision = h0043B1
x = 899.1846, y = -307.553, z = 811.3098, angle = -41.76942, collision = h0043B1
x = 899.8383, y = -307.7475, z = 810.246, angle = 33.68092, collision = h0043B1
x = 899.0925, y = -307.4623, z = 809.2191, angle = 46.78817, collision = h0043B1
x = 898.0012, y = -307.1111, z = 809.204, angle = 84.20162, collision = h0043B1
x = 896.8469, y = -306.7493, z = 809.1212, angle = 29.46412, collision = h0043B1
x = 896.3403, y = -306.8267, z = 807.8822, angle = -83.72923, collision = h0043B1
x = 897.5093, y = -307.1112, z = 807.777, angle = -172.0751, collision = h0043B1
x = 899.8658, y = -307.7973, z = 808.4434, angle = -41.83446, collision = h0043B1
x = 900.566, y = -308.2104, z = 807.5235, angle = -39.69809, collision = h0043B1
x = 901.2706, y = -308.7591, z = 806.3244, angle = -16.11847, collision = h0043B1
x = 901.6072, y = -308.9251, z = 805.0683, angle = 9.347073, collision = h0043B1
x = 901.2781, y = -308.8665, z = 803.6946, angle = 79.03613, collision = h0043B1
x = 900.1383, y = -308.3222, z = 803.3637, angle = 121.672, collision = h0043B1
x = 899.2277, y = -308.0999, z = 803.8309, angle = 135.602, collision = h0043B1
x = 898.1915, y = -307.7773, z = 804.8456, angle = 61.24386, collision = h0043B1
x = 897.1822, y = -307.3948, z = 804.2983, angle = -35.47903, collision = h0043B1
x = 898.0275, y = -307.7881, z = 803.1548, angle = -78.99316, collision = h0043B1
x = 899.541, y = -308.1356, z = 802.353, angle = 54.86586, collision = h0043B1
x = 898.6615, y = -307.7913, z = 801.5742, angle = 103.1946, collision = h0043B1
x = 897.6135, y = -307.4936, z = 801.7419, angle = 104.548, collision = h0043B1
x = 896.3403, y = -306.9953, z = 801.9973, angle = 74.38514, collision = h0043B1
x = 895.1459, y = -306.6542, z = 801.3396, angle = -24.15215, collision = h0043B1
x = 895.4676, y = -306.6555, z = 800.1366, angle = -35.93576, collision = h0043B1
x = 896.075, y = -306.9972, z = 799.2397, angle = -5.787711, collision = h0043B1
x = 896.0118, y = -307.0336, z = 798.0958, angle = 73.21602, collision = h0043B1
x = 894.7786, y = -306.6218, z = 797.6337, angle = 35.95593, collision = h0043B1
x = 894.2838, y = -306.5753, z = 796.407, angle = -48.30125, collision = h0043B1
x = 895.138, y = -306.5217, z = 795.2792, angle = 8.156557, collision = h0043B1
x = 895.0502, y = -306.3835, z = 794.1621, angle = 8.156557, collision = h0043B1
x = 895.6449, y = -306.4219, z = 793.3083, angle = 26.49183, collision = h0043B1
x = 894.8447, y = -306.5379, z = 792.292, angle = 77.83427, collision = h0043B1
x = 893.8159, y = -306.5179, z = 791.8401, angle = -37.53786, collision = h0043B1
x = 894.5731, y = -306.8656, z = 790.7321, angle = -73.42838, collision = h0043B1
x = 895.8414, y = -307.2828, z = 790.3052, angle = -41.42891, collision = h0043B1
x = 896.6137, y = -307.3603, z = 789.5903, angle = 6.070986, collision = h0043B1
