x = 189.8432, y = -267.2042, z = 127.9724, angle = -100, collision = h0001B1
x = 348.969, y = -304.2097, z = 130.3061, angle = -40.71376, collision = h1008B1
x = 349.87, y = -304.2022, z = 129.2898, angle = -9.227353, collision = h1008B1
x = 350.0571, y = -304.1967, z = 128.1831, angle = 43.77244, collision = h1008B1
x = 349.1623, y = -304.2004, z = 127.2127, angle = 45.75473, collision = h1008B1
x = 348.2618, y = -304.1981, z = 126.3144, angle = 40.75562, collision = h1008B1
x = 347.4184, y = -304.1896, z = 125.3488, angle = 43.07272, collision = h1008B1
x = 346.5327, y = -304.181, z = 124.3641, angle = 44.05495, collision = h1008B1
x = 345.6638, y = -304.1727, z = 123.4469, angle = 48.27078, collision = h1008B1
x = 344.6697, y = -304.1642, z = 122.5395, angle = 40.89988, collision = h1008B1
x = 343.8282, y = -304.161, z = 121.6323, angle = 42.88853, collision = h1008B1
x = 342.9073, y = -304.1595, z = 120.6224, angle = 18.61068, collision = h1008B1
x = 342.4156, y = -304.1579, z = 119.5271, angle = -26.86992, collision = h1008B1
x = 342.8882, y = -304.1564, z = 118.2933, angle = -60.96765, collision = h1008B1
x = 343.9259, y = -304.1564, z = 117.6743, angle = -84.20094, collision = h1008B1
x = 344.9922, y = -304.1564, z = 117.5101, angle = -101.6997, collision = h1008B1
x = 346.2802, y = -304.1565, z = 117.7031, angle = -83.03689, collision = h1008B1
x = 347.4637, y = -304.1565, z = 117.5613, angle = -18.76678, collision = h1008B1
x = 348.0204, y = -304.1565, z = 116.3553, angle = 9.121854, collision = h1008B1
x = 347.8684, y = -304.1564, z = 115.1129, angle = 19.09108, collision = h1008B1
x = 347.4251, y = -304.1564, z = 113.8155, angle = 17.33726, collision = h1008B1
x = 347.058, y = -304.1564, z = 112.6663, angle = 8.3104, collision = h1008B1
x = 346.8331, y = -304.1563, z = 111.3282, angle = -27.89892, collision = h1008B1
x = 347.2119, y = -304.1568, z = 110.2334, angle = -60.0007, collision = h1008B1
x = 348.3177, y = -304.1581, z = 109.5552, angle = -100.7404, collision = h1008B1
x = 349.5553, y = -304.1587, z = 109.678, angle = -123.4233, collision = h1008B1
x = 350.6605, y = -304.1587, z = 110.3499, angle = -120.6809, collision = h1008B1
x = 351.7804, y = -304.1581, z = 111.0143, angle = -92.7864, collision = h1008B1
x = 353.0035, y = -304.1565, z = 111.112, angle = -73.85055, collision = h1008B1
x = 354.3206, y = -304.1565, z = 110.7506, angle = -58.38498, collision = h1008B1
x = 355.3759, y = -304.1565, z = 110.1491, angle = -39.8167, collision = h1008B1
x = 356.2596, y = -304.1565, z = 109.1042, angle = -31.05632, collision = h1008B1
x = 356.9073, y = -304.1564, z = 108.0585, angle = -22.51279, collision = h1008B1
x = 357.4388, y = -304.1567, z = 106.7946, angle = -49.6254, collision = h1008B1
x = 358.2822, y = -304.1568, z = 105.985, angle = -104.1627, collision = h1008B1
x = 359.5501, y = -304.1565, z = 106.2139, angle = -157.7598, collision = h1008B1
x = 360.1481, y = -304.1565, z = 107.2306, angle = 158.8476, collision = h1008B1
x = 359.7786, y = -304.1564, z = 108.4393, angle = 146.2021, collision = h1008B1
x = 359.0434, y = -304.1564, z = 109.5268, angle = 80.11994, collision = h1008B1
x = 357.9262, y = -304.1564, z = 109.4758, angle = 14.2273, collision = h1008B1
x = 359.0797, y = -304.1565, z = 105.173, angle = -72.11285, collision = h1008B1
x = 360.4529, y = -304.1565, z = 104.8745, angle = -129.2739, collision = h1008B1
x = 361.3418, y = -304.1567, z = 105.8488, angle = 149.9174, collision = h1008B1
x = 358.8373, y = -304.1567, z = 107.3463, angle = 29.97774, collision = h1008B1
x = 358.6551, y = -304.1564, z = 104.1005, angle = -57.49131, collision = h1008B1
x = 359.8584, y = -304.1562, z = 103.2542, angle = -62.79162, collision = h1008B1
x = 361.5028, y = -304.157, z = 102.4088, angle = -62.79162, collision = h1008B1
x = 362.7943, y = -304.1619, z = 101.7449, angle = -62.79162, collision = h1008B1
x = 363.8203, y = -304.282, z = 101.2174, angle = -62.79162, collision = h1008B1
x = 364.0493, y = -304.1571, z = 102.4683, angle = 144.5143, collision = h1008B1
x = 363.1311, y = -304.1572, z = 103.5811, angle = 111.9455, collision = h1008B1
x = 362.19, y = -304.1571, z = 104.02, angle = 156.1991, collision = h1008B1
x = 362.759, y = -304.1568, z = 106.114, angle = -80.48106, collision = h1008B1
x = 364.0312, y = -304.1569, z = 106.0428, angle = -59.62049, collision = h1008B1
x = 365.4231, y = -304.1568, z = 105.2568, angle = -56.69138, collision = h1008B1
x = 366.4028, y = -304.1567, z = 104.6423, angle = -68.62642, collision = h1008B1
x = 367.7071, y = -304.182, z = 104.2054, angle = -152.9858, collision = h1008B1
x = 368.4335, y = -304.2071, z = 105.0145, angle = 173.8672, collision = h1008B1
x = 368.4194, y = -304.1833, z = 106.2863, angle = 169.6393, collision = h1008B1
x = 368.2008, y = -304.1569, z = 107.6531, angle = -159.3335, collision = h1008B1
x = 368.5947, y = -304.1569, z = 108.8662, angle = -127.5378, collision = h1008B1
x = 369.6089, y = -304.1849, z = 109.7914, angle = -80.52339, collision = h1008B1
x = 370.6261, y = -304.1656, z = 109.7202, angle = -67.90342, collision = h1008B1
x = 371.9075, y = -304.1564, z = 109.2086, angle = -72.36077, collision = h1008B1
x = 373.0908, y = -304.1566, z = 108.7916, angle = -76.11629, collision = h1008B1
x = 374.4144, y = -304.1563, z = 108.4693, angle = -104.1834, collision = h1008B1
x = 375.5979, y = -304.1558, z = 108.6908, angle = -153.6747, collision = h1008B1
x = 376.1338, y = -304.1609, z = 109.5352, angle = -178.5163, collision = h1008B1
x = 375.9919, y = -304.1764, z = 110.8952, angle = 133.1713, collision = h1008B1
x = 375.0126, y = -304.1776, z = 111.7492, angle = 129.0382, collision = h1008B1
x = 373.9881, y = -304.1797, z = 112.7146, angle = 162.5989, collision = h1008B1
x = 373.6242, y = -304.189, z = 114.3194, angle = -179.8702, collision = h1008B1
x = 373.6273, y = -304.1873, z = 115.5569, angle = -174.0761, collision = h1008B1
x = 373.7696, y = -304.1869, z = 116.9383, angle = -165.8336, collision = h1008B1
x = 374.0656, y = -304.1814, z = 118.153, angle = -143.081, collision = h1008B1
x = 374.8041, y = -304.1848, z = 119.2199, angle = -114.3575, collision = h1008B1
x = 375.7442, y = -304.1962, z = 119.783, angle = -85.73447, collision = h1008B1
x = 376.9708, y = -304.2154, z = 119.7194, angle = -52.41301, collision = h1008B1
x = 378.0918, y = -304.2279, z = 118.8971, angle = -60.01903, collision = h1008B1
x = 378.9754, y = -304.2376, z = 118.3604, angle = -66.95716, collision = h1008B1
x = 380.1008, y = -304.2495, z = 117.9765, angle = -95.21358, collision = h1008B1
x = 381.144, y = -304.2572, z = 117.9314, angle = -80.46971, collision = h1008B1
x = 380.5664, y = -304.2552, z = 116.9763, angle = 66.56923, collision = h1008B1
x = 379.6096, y = -304.2466, z = 116.5508, angle = 65.55029, collision = h1008B1
x = 378.3928, y = -304.235, z = 115.9965, angle = 71.37435, collision = h1008B1
x = 377.2492, y = -304.224, z = 115.5967, angle = 81.38101, collision = h1008B1
x = 375.9951, y = -304.2115, z = 115.402, angle = 57.24897, collision = h1008B1
x = 374.8042, y = -304.2003, z = 114.7893, angle = 6.141897, collision = h1008B1
x = 374.5805, y = -304.1989, z = 113.803, angle = -35.47417, collision = h1008B1
x = 375.8365, y = -304.1938, z = 112.4203, angle = -80.63672, collision = h1008B1
x = 377.0504, y = -304.203, z = 112.2198, angle = -90.42422, collision = h1008B1
x = 378.0642, y = -304.203, z = 112.2273, angle = -90.42422, collision = h1008B1
x = 379.0843, y = -304.2095, z = 112.2349, angle = -90.42422, collision = h1008B1
x = 380.475, y = -304.2247, z = 112.2483, angle = -90.42422, collision = h1008B1
x = 381.8711, y = -304.2173, z = 112.2586, angle = -90.42422, collision = h1008B1
x = 381.4695, y = -304.2376, z = 113.4894, angle = 122.7359, collision = h1008B1
x = 380.5758, y = -304.2511, z = 114.0434, angle = 100.6373, collision = h1008B1
x = 379.174, y = -304.2453, z = 114.2919, angle = 100.3725, collision = h1008B1
x = 377.953, y = -304.2326, z = 114.508, angle = 19.97628, collision = h1008B1
x = 377.5749, y = -304.2213, z = 113.2891, angle = -37.53338, collision = h1008B1
x = 379.4483, y = -304.2099, z = 111.1043, angle = -22.72374, collision = h1008B1
x = 380.1312, y = -304.1881, z = 109.9241, angle = -17.04239, collision = h1008B1
x = 380.4692, y = -304.1701, z = 108.9057, angle = -16.33893, collision = h1008B1
x = 380.8871, y = -304.239, z = 107.5154, angle = -24.30654, collision = h1008B1
x = 381.4567, y = -304.284, z = 106.2645, angle = -36.10348, collision = h1008B1
x = 382.188, y = -304.284, z = 105.2055, angle = -41.61834, collision = h1008B1
x = 382.9568, y = -304.284, z = 104.3327, angle = -41.75811, collision = h1008B1
x = 384.207, y = -304.284, z = 102.9315, angle = -41.75811, collision = h0700B1
x = 385.3748, y = -303.2062, z = 101.6966, angle = -41.75811, collision = h0700B1
x = 386.3036, y = -302.9909, z = 100.6673, angle = -41.75811, collision = h0700B1
x = 385.6313, y = -302.9557, z = 99.67919, angle = 109.7281, collision = h0700B1
x = 384.6766, y = -303.1324, z = 100.2708, angle = -126.1699, collision = h0700B1
x = 387.3972, y = -302.9944, z = 100.7386, angle = 28.38485, collision = h0700B1
x = 386.7418, y = -302.7771, z = 99.53537, angle = 35.36542, collision = h0700B1
x = 385.9467, y = -302.6411, z = 98.37823, angle = -5.304161, collision = h0700B1
x = 386.3789, y = -302.3626, z = 97.35114, angle = 176.1918, collision = h0700B1
x = 384.8743, y = -302.75, z = 98.13374, angle = 24.9759, collision = h0700B1
x = 384.7658, y = -302.5147, z = 96.943, angle = -109.8851, collision = h0700B1
x = 384.4797, y = -304.284, z = 104.2136, angle = 165.2867, collision = h1008B1
x = 384.136, y = -304.284, z = 105.4796, angle = 166.5032, collision = h1008B1
x = 383.7645, y = -304.284, z = 106.6991, angle = 141.1681, collision = h1008B1
x = 382.9587, y = -304.2549, z = 107.7724, angle = 125.4128, collision = h1008B1
x = 382.1213, y = -304.1558, z = 108.442, angle = 118.663, collision = h1008B1
x = 378.4153, y = -304.2003, z = 110.9488, angle = 147.6928, collision = h1008B1
x = 376.4561, y = -304.2178, z = 114.2605, angle = -179.2116, collision = h1008B1
x = 380.842, y = -304.2554, z = 115.716, angle = -80.24426, collision = h1008B1
x = 382.2023, y = -304.24, z = 115.4833, angle = -74.39486, collision = h1008B1
x = 383.4345, y = -304.2256, z = 115.1814, angle = -77.56059, collision = h1008B1
x = 384.6051, y = -304.212, z = 114.9167, angle = -81.26884, collision = h1008B1
x = 385.8618, y = -304.1979, z = 114.7525, angle = -109.8786, collision = h1008B1
x = 387.1519, y = -304.1862, z = 115.2164, angle = -134.3855, collision = h1008B1
x = 388.081, y = -304.18, z = 116.0848, angle = -147.6801, collision = h1008B1
x = 388.6983, y = -304.1835, z = 116.9783, angle = -177.2698, collision = h1008B1
x = 388.851, y = -304.192, z = 118.3401, angle = 150.5612, collision = h1008B1
x = 388.2497, y = -304.2018, z = 119.4991, angle = 127.0035, collision = h1008B1
x = 387.1973, y = -304.2114, z = 120.3738, angle = 108.774, collision = h1008B1
x = 386.1974, y = -304.22, z = 120.7477, angle = 103.7661, collision = h1008B1
x = 384.8591, y = -304.2357, z = 121.0822, angle = 103.51, collision = h1008B1
x = 383.6674, y = -304.2496, z = 121.3614, angle = 99.86829, collision = h1008B1
x = 382.3295, y = -304.26, z = 121.6006, angle = 111.2893, collision = h1008B1
x = 381.1674, y = -304.2538, z = 122.0288, angle = 139.019, collision = h1008B1
x = 380.2498, y = -304.244, z = 123.0569, angle = 136.0286, collision = h1008B1
x = 379.4996, y = -304.2255, z = 123.8413, angle = 143.726, collision = h1008B1
x = 378.6965, y = -304.2024, z = 124.866, angle = 174.6241, collision = h1008B1
x = 378.4444, y = -304.1906, z = 126.2338, angle = -178.3551, collision = h1008B1
x = 378.4444, y = -304.1857, z = 127.5142, angle = -170.8292, collision = h1008B1
x = 378.6366, y = -304.1798, z = 128.7249, angle = -173.9023, collision = h1008B1
x = 378.7799, y = -304.1928, z = 129.9974, angle = 171.8623, collision = h1008B1
x = 378.6948, y = -304.1874, z = 131.1894, angle = 145.3748, collision = h1008B1
x = 377.8254, y = -304.1735, z = 132.337, angle = 32.5118, collision = h1008B1
x = 376.6313, y = -304.163, z = 131.6563, angle = 22.40321, collision = h1008B1
x = 376.1996, y = -304.1561, z = 130.565, angle = 56.68777, collision = h1008B1
x = 375.572, y = -304.284, z = 129.4215, angle = 98.83957, collision = h1008B1
x = 374.428, y = -304.284, z = 129.1462, angle = 102.9577, collision = h1008B1
x = 373.1975, y = -304.284, z = 129.3809, angle = 102.7998, collision = h1008B1
x = 371.933, y = -304.284, z = 129.6709, angle = 102.616, collision = h1008B1
x = 370.7286, y = -304.284, z = 129.943, angle = 102.5316, collision = h1008B1
x = 369.3445, y = -304.284, z = 130.2519, angle = 129.6217, collision = h1008B1
x = 368.2371, y = -304.284, z = 130.6819, angle = 159.464, collision = h1008B1
x = 367.3383, y = -304.284, z = 131.6841, angle = -130.7819, collision = h1008B1
x = 367.7885, y = -304.284, z = 133.0945, angle = -114.7076, collision = h1008B1
x = 368.924, y = -304.284, z = 133.7509, angle = -107.3645, collision = h1008B1
x = 369.9532, y = -304.284, z = 134.1272, angle = -123.6152, collision = h1008B1
x = 371.0851, y = -304.284, z = 134.7563, angle = -128.14, collision = h1008B1
x = 372.0368, y = -304.284, z = 135.4643, angle = -127.9493, collision = h1008B1
x = 373.0688, y = -304.284, z = 136.2689, angle = -158.8038, collision = h1008B1
x = 373.7497, y = -304.284, z = 137.3409, angle = 148.3393, collision = h1008B1
x = 373.2514, y = -304.284, z = 138.4752, angle = 139.4627, collision = h1008B1
x = 372.3783, y = -304.284, z = 139.5424, angle = 131.0608, collision = h1008B1
x = 371.5819, y = -304.284, z = 140.2735, angle = 128.1797, collision = h1008B1
x = 370.4311, y = -304.284, z = 141.1815, angle = 128.8199, collision = h1008B1
x = 369.3996, y = -304.2796, z = 141.9648, angle = 150.1763, collision = h1008B1
x = 368.8049, y = -304.2677, z = 142.9818, angle = 151.7298, collision = h1008B1
x = 368.191, y = -304.284, z = 144.1276, angle = 145.3027, collision = h1008B1
x = 367.6127, y = -304.284, z = 144.9883, angle = 161.237, collision = h1008B1
x = 367.076, y = -304.284, z = 146.0642, angle = 162.2361, collision = h1008B1
x = 366.6635, y = -304.284, z = 147.3322, angle = 128.1527, collision = h1008B1
x = 365.7899, y = -304.284, z = 148.3938, angle = 120.7109, collision = h1008B1
x = 364.735, y = -304.284, z = 149.0595, angle = 155.8366, collision = h1008B1
x = 363.9584, y = -304.284, z = 150.0898, angle = 151.7365, collision = h1008B1
x = 363.4505, y = -304.284, z = 151.2122, angle = 87.35747, collision = h1008B1
x = 362.5436, y = -304.284, z = 152.1763, angle = 43.21064, collision = h1008B1
x = 361.4982, y = -304.284, z = 151.7199, angle = 41.03778, collision = h1008B1
x = 360.6044, y = -304.284, z = 150.6402, angle = 117.4874, collision = h1008B1
x = 359.5714, y = -304.284, z = 150.1132, angle = 139.989, collision = h1008B1
x = 358.543, y = -304.284, z = 150.9039, angle = 137.7753, collision = h1008B1
x = 357.7059, y = -304.284, z = 151.9022, angle = 126.6971, collision = h1008B1
x = 356.8191, y = -304.284, z = 152.799, angle = 112.2412, collision = h1008B1
x = 355.6619, y = -304.284, z = 153.5132, angle = 114.5179, collision = h1008B1
x = 354.5298, y = -304.284, z = 153.9783, angle = 116.5663, collision = h1008B1
x = 353.3441, y = -304.284, z = 154.5577, angle = 103.9133, collision = h1008B1
x = 352.2776, y = -304.284, z = 155.098, angle = 79.63242, collision = h1008B1
x = 350.5805, y = -304.284, z = 155.1086, angle = 45.29314, collision = h1008B1
x = 349.5857, y = -304.284, z = 154.6057, angle = 32.1038, collision = h1008B1
x = 348.7897, y = -304.284, z = 153.6725, angle = 16.17204, collision = h1008B1
x = 348.2231, y = -304.284, z = 152.5652, angle = 36.782, collision = h1008B1
x = 347.5919, y = -304.284, z = 151.1057, angle = 77.00554, collision = h1008B1
x = 346.445, y = -304.284, z = 150.5276, angle = 83.2226, collision = h1008B1
x = 345.1434, y = -304.284, z = 150.3362, angle = 80.39652, collision = h1008B1
x = 343.5847, y = -304.284, z = 150.1149, angle = 76.19119, collision = h1008B1
x = 342.2819, y = -304.284, z = 149.8107, angle = 75.58727, collision = h1008B1
x = 341.0302, y = -304.284, z = 149.4735, angle = 60.04453, collision = h1008B1
x = 339.8844, y = -304.284, z = 148.9205, angle = 13.13694, collision = h1008B1
x = 339.4524, y = -304.284, z = 147.9126, angle = 10.35309, collision = h1008B1
x = 339.216, y = -304.284, z = 146.6343, angle = 27.54255, collision = h1008B1
x = 338.6591, y = -304.284, z = 145.3253, angle = 58.86687, collision = h1008B1
x = 337.8549, y = -304.284, z = 144.6745, angle = 74.24893, collision = h1008B1
x = 336.7401, y = -304.284, z = 144.2776, angle = 76.54078, collision = h1008B1
x = 335.6789, y = -304.284, z = 144.0035, angle = 80.58426, collision = h1008B1
x = 334.3371, y = -304.284, z = 143.7399, angle = 77.48759, collision = h1008B1
x = 333.2393, y = -304.284, z = 143.5814, angle = 50.35786, collision = h1008B1
x = 332.0253, y = -304.284, z = 143.0538, angle = 19.32788, collision = h1008B1
x = 331.4122, y = -304.284, z = 141.9319, angle = 20.42717, collision = h1008B1
x = 330.9736, y = -304.284, z = 140.6641, angle = 29.30322, collision = h1008B1
x = 330.3912, y = -304.284, z = 139.3645, angle = 71.18038, collision = h1008B1
x = 329.2794, y = -304.284, z = 138.7726, angle = 71.87524, collision = h1008B1
x = 327.9349, y = -304.284, z = 138.3281, angle = 73.38887, collision = h1008B1
x = 326.7586, y = -304.284, z = 137.9604, angle = 69.3287, collision = h1008B1
x = 325.4602, y = -304.284, z = 137.5225, angle = 62.59612, collision = h1008B1
x = 324.3229, y = -304.284, z = 137.0052, angle = 57.08757, collision = h1008B1
x = 323.1783, y = -304.284, z = 136.3034, angle = 35.64057, collision = h1008B1
x = 322.3131, y = -304.284, z = 135.3346, angle = -1.557543, collision = h1008B1
x = 322.225, y = -304.284, z = 134.0813, angle = -22.4686, collision = h1008B1
